slide_id,scale,h5_path,h5_exists,h5_read_success,h5_error,coords_exists,coords_count,coords_shape,coords_dtype,patch_level,patch_size,h5_downsample_x,h5_downsample_y,h5_level_dim,h5_downsampled_level_dim,h5_name,h5_save_path,required_metadata_complete
25026163B,20x,data/yiyuan/patches_coords_20x/patches_256/25026163B.h5,True,True,,True,4868,"[4868,2]",int32,1,256,4.000079759657565,4.000093466679129,"[37613,21398]","[37613,21398]",25026163B,patches_coords_20x\patches_256,True
25026180B2,5x,data/yiyuan/patches_coords_5x/patches_256/25026180B2.h5,True,True,,True,415,"[415,2]",int32,2,256,16.001202404809618,16.00154261473197,"[9980,5186]","[9980,5186]",25026180B2,patches_coords_5x\patches_256,True
25026180B2,20x,data/yiyuan/patches_coords_20x/patches_256/25026180B2.h5,True,True,,True,6279,"[6279,2]",int32,1,256,4.0,4.0,"[39923,20746]","[39923,20746]",25026180B2,patches_coords_20x\patches_256,True
25026254B2,5x,data/yiyuan/patches_coords_5x/patches_256/25026254B2.h5,True,True,,True,379,"[379,2]",int32,2,256,16.000500350245172,16.00265468654278,"[9993,4897]","[9993,4897]",25026254B2,patches_coords_5x\patches_256,True
25026254B2,20x,data/yiyuan/patches_coords_20x/patches_256/25026254B2.h5,True,True,,True,5696,"[5696,2]",int32,1,256,4.000025016886398,4.000051043846664,"[39973,19591]","[39973,19591]",25026254B2,patches_coords_20x\patches_256,True
25026291B2,5x,data/yiyuan/patches_coords_5x/patches_256/25026291B2.h5,True,True,,True,450,"[450,2]",int32,2,256,16.00111804714432,16.000559492726595,"[10733,5362]","[10733,5362]",25026291B2,patches_coords_5x\patches_256,True
25026291B2,20x,data/yiyuan/patches_coords_20x/patches_256/25026291B2.h5,True,True,,True,6838,"[6838,2]",int32,1,256,4.0,4.000139873181649,"[42935,21448]","[42935,21448]",25026291B2,patches_coords_20x\patches_256,True
25026669B2,5x,data/yiyuan/patches_coords_5x/patches_256/25026669B2.h5,True,True,,True,233,"[233,2]",int32,2,256,16.000226603217765,16.002004738472753,"[8826,5487]","[8826,5487]",25026669B2,patches_coords_5x\patches_256,True
25026669B2,20x,data/yiyuan/patches_coords_20x/patches_256/25026669B2.h5,True,True,,True,3176,"[3176,2]",int32,1,256,4.000056650804441,4.000136674259681,"[35304,21950]","[35304,21950]",25026669B2,patches_coords_20x\patches_256,True
25026740B2,5x,data/yiyuan/patches_coords_5x/patches_256/25026740B2.h5,True,True,,True,333,"[333,2]",int32,2,256,16.000500939261116,16.000928160386113,"[7985,5387]","[7985,5387]",25026740B2,patches_coords_5x\patches_256,True
25026740B2,20x,data/yiyuan/patches_coords_20x/patches_256/25026740B2.h5,True,True,,True,4969,"[4969,2]",int32,1,256,4.0,4.000046405865701,"[31941,21549]","[31941,21549]",25026740B2,patches_coords_20x\patches_256,True
25026798B2,5x,data/yiyuan/patches_coords_5x/patches_256/25026798B2.h5,True,True,,True,410,"[410,2]",int32,2,256,16.000796574728668,16.002004738472753,"[10043,5487]","[10043,5487]",25026798B2,patches_coords_5x\patches_256,True
25026798B2,20x,data/yiyuan/patches_coords_20x/patches_256/25026798B2.h5,True,True,,True,5921,"[5921,2]",int32,1,256,4.0,4.000136674259681,"[40174,21950]","[40174,21950]",25026798B2,patches_coords_20x\patches_256,True
25027122B2,5x,data/yiyuan/patches_coords_5x/patches_256/25027122B2.h5,True,True,,True,247,"[247,2]",int32,2,256,16.001500562711016,16.003290917068888,"[7997,4558]","[7997,4558]",25027122B2,patches_coords_5x\patches_256,True
25027122B2,20x,data/yiyuan/patches_coords_20x/patches_256/25027122B2.h5,True,True,,True,3580,"[3580,2]",int32,1,256,4.0,4.000164518782561,"[31991,18235]","[31991,18235]",25027122B2,patches_coords_20x\patches_256,True
25027135B3,5x,data/yiyuan/patches_coords_5x/patches_256/25027135B3.h5,True,True,,True,196,"[196,2]",int32,2,256,16.00013661202186,16.002004738472753,"[7320,5487]","[7320,5487]",25027135B3,patches_coords_5x\patches_256,True
25027135B3,20x,data/yiyuan/patches_coords_20x/patches_256/25027135B3.h5,True,True,,True,2843,"[2843,2]",int32,1,256,4.000034153005465,4.000136674259681,"[29280,21950]","[29280,21950]",25027135B3,patches_coords_20x\patches_256,True
25027167B2,5x,data/yiyuan/patches_coords_5x/patches_256/25027167B2.h5,True,True,,True,239,"[239,2]",int32,2,256,16.00144584647739,16.002004738472753,"[7608,5487]","[7608,5487]",25027167B2,patches_coords_5x\patches_256,True
25027167B2,20x,data/yiyuan/patches_coords_20x/patches_256/25027167B2.h5,True,True,,True,3488,"[3488,2]",int32,1,256,4.000098573963331,4.000136674259681,"[30434,21950]","[30434,21950]",25027167B2,patches_coords_20x\patches_256,True
25027290B2,5x,data/yiyuan/patches_coords_5x/patches_256/25027290B2.h5,True,True,,True,420,"[420,2]",int32,2,256,16.00110639867232,16.002004738472753,"[10846,5487]","[10846,5487]",25027290B2,patches_coords_5x\patches_256,True
25027290B2,20x,data/yiyuan/patches_coords_20x/patches_256/25027290B2.h5,True,True,,True,6087,"[6087,2]",int32,1,256,4.0,4.000136674259681,"[43387,21950]","[43387,21950]",25027290B2,patches_coords_20x\patches_256,True
25012148B3,5x,data/yiyuan/patches_coords_5x/patches_256/25012148B3.h5,True,True,,True,239,"[239,2]",int32,2,256,16.00037046184243,16.002004738472753,"[8098,5487]","[8098,5487]",25012148B3,patches_coords_5x\patches_256,True
25012148B3,20x,data/yiyuan/patches_coords_20x/patches_256/25012148B3.h5,True,True,,True,3493,"[3493,2]",int32,1,256,4.000092615460607,4.000136674259681,"[32392,21950]","[32392,21950]",25012148B3,patches_coords_20x\patches_256,True
25017073B2,5x,data/yiyuan/patches_coords_5x/patches_256/25017073B2.h5,True,True,,True,148,"[148,2]",int32,2,256,16.0,16.002283849918435,"[8550,3065]","[8550,3065]",25017073B2,patches_coords_5x\patches_256,True
25017073B2,20x,data/yiyuan/patches_coords_20x/patches_256/25017073B2.h5,True,True,,True,2194,"[2194,2]",int32,1,256,4.0,4.000244678248103,"[34200,12261]","[34200,12261]",25017073B2,patches_coords_20x\patches_256,True
25018584B,5x,data/yiyuan/patches_coords_5x/patches_256/25018584B.h5,True,True,,True,246,"[246,2]",int32,2,256,16.0004214519018,16.0,"[9491,4948]","[9491,4948]",25018584B,patches_coords_5x\patches_256,True
25018584B,20x,data/yiyuan/patches_coords_20x/patches_256/25018584B.h5,True,True,,True,3393,"[3393,2]",int32,1,256,4.0,4.0,"[37965,19792]","[37965,19792]",25018584B,patches_coords_20x\patches_256,True
25018592B,5x,data/yiyuan/patches_coords_5x/patches_256/25018592B.h5,True,True,,True,98,"[98,2]",int32,2,256,16.001242043161,16.001319841619004,"[6441,4546]","[6441,4546]",25018592B,patches_coords_5x\patches_256,True
25018592B,20x,data/yiyuan/patches_coords_20x/patches_256/25018592B.h5,True,True,,True,1359,"[1359,2]",int32,1,256,4.0,4.000109980753368,"[25766,18185]","[25766,18185]",25018592B,patches_coords_20x\patches_256,True
2490526B3,5x,data/yiyuan/patches_coords_5x/patches_256/2490526B3.h5,True,True,,True,201,"[201,2]",int32,2,256,16.0,16.002407853306167,"[6931,5399]","[6931,5399]",2490526B3,patches_coords_5x\patches_256,True
2490526B3,20x,data/yiyuan/patches_coords_20x/patches_256/2490526B3.h5,True,True,,True,2774,"[2774,2]",int32,1,256,4.0,4.0000462984397425,"[27724,21599]","[27724,21599]",2490526B3,patches_coords_20x\patches_256,True
2490547B2,5x,data/yiyuan/patches_coords_5x/patches_256/2490547B2.h5,True,True,,True,189,"[189,2]",int32,2,256,16.001065214818322,16.001386687797147,"[8449,5048]","[8449,5048]",2490547B2,patches_coords_5x\patches_256,True
2490547B2,20x,data/yiyuan/patches_coords_20x/patches_256/2490547B2.h5,True,True,,True,2521,"[2521,2]",int32,1,256,4.000029587549559,4.000148566334868,"[33798,20193]","[33798,20193]",2490547B2,patches_coords_20x\patches_256,True
2490750B4,5x,data/yiyuan/patches_coords_5x/patches_256/2490750B4.h5,True,True,,True,79,"[79,2]",int32,2,256,16.00032840722496,16.002926421404684,"[6090,4784]","[6090,4784]",2490750B4,patches_coords_5x\patches_256,True
2490750B4,20x,data/yiyuan/patches_coords_20x/patches_256/2490750B4.h5,True,True,,True,1097,"[1097,2]",int32,1,256,4.00008210180624,4.000104498667642,"[24360,19139]","[24360,19139]",2490750B4,patches_coords_20x\patches_256,True
2490820B2,5x,data/yiyuan/patches_coords_5x/patches_256/2490820B2.h5,True,True,,True,133,"[133,2]",int32,2,256,16.001202404809618,16.002661934338953,"[9980,4508]","[9980,4508]",2490820B2,patches_coords_5x\patches_256,True
2490820B2,20x,data/yiyuan/patches_coords_20x/patches_256/2490820B2.h5,True,True,,True,1812,"[1812,2]",int32,1,256,4.0,4.0,"[39923,18035]","[39923,18035]",2490820B2,patches_coords_20x\patches_256,True
2490820B3,5x,data/yiyuan/patches_coords_5x/patches_256/2490820B3.h5,True,True,,True,134,"[134,2]",int32,2,256,16.002208480565372,16.002661934338953,"[6792,4508]","[6792,4508]",2490820B3,patches_coords_5x\patches_256,True
2490820B3,20x,data/yiyuan/patches_coords_20x/patches_256/2490820B3.h5,True,True,,True,1844,"[1844,2]",int32,1,256,4.000110411836149,4.0,"[27171,18035]","[27171,18035]",2490820B3,patches_coords_20x\patches_256,True
2490837B2,5x,data/yiyuan/patches_coords_5x/patches_256/2490837B2.h5,True,True,,True,209,"[209,2]",int32,2,256,16.000292269472453,16.002004738472753,"[6843,5487]","[6843,5487]",2490837B2,patches_coords_5x\patches_256,True
2490837B2,20x,data/yiyuan/patches_coords_20x/patches_256/2490837B2.h5,True,True,,True,2909,"[2909,2]",int32,1,256,4.000073067368113,4.000136674259681,"[27372,21950]","[27372,21950]",2490837B2,patches_coords_20x\patches_256,True
2490844B1,5x,data/yiyuan/patches_coords_5x/patches_256/2490844B1.h5,True,True,,True,265,"[265,2]",int32,2,256,16.00059708621925,16.002004738472753,"[8374,5487]","[8374,5487]",2490844B1,patches_coords_5x\patches_256,True
2490844B1,20x,data/yiyuan/patches_coords_20x/patches_256/2490844B1.h5,True,True,,True,3668,"[3668,2]",int32,1,256,4.00002985341971,4.000136674259681,"[33497,21950]","[33497,21950]",2490844B1,patches_coords_20x\patches_256,True
2490860B2,5x,data/yiyuan/patches_coords_5x/patches_256/2490860B2.h5,True,True,,True,291,"[291,2]",int32,2,256,16.000665956313266,16.002525252525253,"[7508,5148]","[7508,5148]",2490860B2,patches_coords_5x\patches_256,True
2490860B2,20x,data/yiyuan/patches_coords_20x/patches_256/2490860B2.h5,True,True,,True,4208,"[4208,2]",int32,1,256,4.000033296706956,4.0000485554746295,"[30033,20595]","[30033,20595]",2490860B2,patches_coords_20x\patches_256,True
2490963B2,5x,data/yiyuan/patches_coords_5x/patches_256/2490963B2.h5,True,True,,True,258,"[258,2]",int32,2,256,16.001393404551788,16.002004738472753,"[8612,5487]","[8612,5487]",2490963B2,patches_coords_5x\patches_256,True
2490963B2,20x,data/yiyuan/patches_coords_20x/patches_256/2490963B2.h5,True,True,,True,3611,"[3611,2]",int32,1,256,4.0,4.000136674259681,"[34451,21950]","[34451,21950]",2490963B2,patches_coords_20x\patches_256,True
2490964B2,5x,data/yiyuan/patches_coords_5x/patches_256/2490964B2.h5,True,True,,True,113,"[113,2]",int32,2,256,16.00130053105018,16.00202224469161,"[9227,3956]","[9227,3956]",2490964B2,patches_coords_5x\patches_256,True
2490964B2,20x,data/yiyuan/patches_coords_20x/patches_256/2490964B2.h5,True,True,,True,1439,"[1439,2]",int32,1,256,4.0,4.0,"[36911,15826]","[36911,15826]",2490964B2,patches_coords_20x\patches_256,True
2490972B8,5x,data/yiyuan/patches_coords_5x/patches_256/2490972B8.h5,True,True,,True,191,"[191,2]",int32,2,256,16.0017031311411,16.001047778709136,"[7633,4772]","[7633,4772]",2490972B8,patches_coords_5x\patches_256,True
2490972B8,20x,data/yiyuan/patches_coords_20x/patches_256/2490972B8.h5,True,True,,True,2801,"[2801,2]",int32,1,256,4.0000327493040775,4.000052386191,"[30535,19089]","[30535,19089]",2490972B8,patches_coords_20x\patches_256,True
2490978B2,5x,data/yiyuan/patches_coords_5x/patches_256/2490978B2.h5,True,True,,True,138,"[138,2]",int32,2,256,16.00186170212766,16.0,"[7520,3693]","[7520,3693]",2490978B2,patches_coords_5x\patches_256,True
2490978B2,20x,data/yiyuan/patches_coords_20x/patches_256/2490978B2.h5,True,True,,True,1934,"[1934,2]",int32,1,256,4.0000664827311105,4.0,"[30083,14772]","[30083,14772]",2490978B2,patches_coords_20x\patches_256,True
2491131B2,5x,data/yiyuan/patches_coords_5x/patches_256/2491131B2.h5,True,True,,True,264,"[264,2]",int32,2,256,16.00144584647739,16.002004738472753,"[7608,5487]","[7608,5487]",2491131B2,patches_coords_5x\patches_256,True
2491131B2,20x,data/yiyuan/patches_coords_20x/patches_256/2491131B2.h5,True,True,,True,3875,"[3875,2]",int32,1,256,4.000098573963331,4.000136674259681,"[30434,21950]","[30434,21950]",2491131B2,patches_coords_20x\patches_256,True
2491191B2,5x,data/yiyuan/patches_coords_5x/patches_256/2491191B2.h5,True,True,,True,223,"[223,2]",int32,2,256,16.00068898994075,16.001727115716754,"[7257,5211]","[7257,5211]",2491191B2,patches_coords_5x\patches_256,True
2491191B2,20x,data/yiyuan/patches_coords_20x/patches_256/2491191B2.h5,True,True,,True,3305,"[3305,2]",int32,1,256,4.00003444831031,4.000047970833733,"[29029,20846]","[29029,20846]",2491191B2,patches_coords_20x\patches_256,True
2491191B3,5x,data/yiyuan/patches_coords_5x/patches_256/2491191B3.h5,True,True,,True,315,"[315,2]",int32,2,256,16.000966183574878,16.000762049914268,"[9315,5249]","[9315,5249]",2491191B3,patches_coords_5x\patches_256,True
2491191B3,20x,data/yiyuan/patches_coords_20x/patches_256/2491191B3.h5,True,True,,True,4558,"[4558,2]",int32,1,256,4.00002683699211,4.0,"[37262,20997]","[37262,20997]",2491191B3,patches_coords_20x\patches_256,True
2491226B2,5x,data/yiyuan/patches_coords_5x/patches_256/2491226B2.h5,True,True,,True,193,"[193,2]",int32,2,256,16.000226603217765,16.001319841619004,"[8826,4546]","[8826,4546]",2491226B2,patches_coords_5x\patches_256,True
2491226B2,20x,data/yiyuan/patches_coords_20x/patches_256/2491226B2.h5,True,True,,True,2680,"[2680,2]",int32,1,256,4.000056650804441,4.000109980753368,"[35304,18185]","[35304,18185]",2491226B2,patches_coords_20x\patches_256,True
2491275B2,5x,data/yiyuan/patches_coords_5x/patches_256/2491275B2.h5,True,True,,True,214,"[214,2]",int32,2,256,16.000229542063582,16.002004738472753,"[8713,5487]","[8713,5487]",2491275B2,patches_coords_5x\patches_256,True
2491275B2,20x,data/yiyuan/patches_coords_20x/patches_256/2491275B2.h5,True,True,,True,3062,"[3062,2]",int32,1,256,4.000057385515896,4.000136674259681,"[34852,21950]","[34852,21950]",2491275B2,patches_coords_20x\patches_256,True
2491560B2,5x,data/yiyuan/patches_coords_5x/patches_256/2491560B2.h5,True,True,,True,128,"[128,2]",int32,2,256,16.000127844541037,16.00181451612903,"[7822,4960]","[7822,4960]",2491560B2,patches_coords_5x\patches_256,True
2491560B2,20x,data/yiyuan/patches_coords_20x/patches_256/2491560B2.h5,True,True,,True,1611,"[1611,2]",int32,1,256,4.000031961135259,4.000050398145349,"[31288,19842]","[31288,19842]",2491560B2,patches_coords_20x\patches_256,True
25001929B3,5x,data/yiyuan/patches_coords_5x/patches_256/25001929B3.h5,True,True,,True,179,"[179,2]",int32,2,256,16.000563316809373,16.00141843971631,"[8876,4935]","[8876,4935]",25001929B3,patches_coords_5x\patches_256,True
25001929B3,20x,data/yiyuan/patches_coords_20x/patches_256/25001929B3.h5,True,True,,True,2411,"[2411,2]",int32,1,256,4.000028165047176,4.000151967985411,"[35505,19741]","[35505,19741]",25001929B3,patches_coords_20x\patches_256,True
25001939B2,5x,data/yiyuan/patches_coords_5x/patches_256/25001939B2.h5,True,True,,True,241,"[241,2]",int32,2,256,16.00168293503871,16.003119151590766,"[8913,4809]","[8913,4809]",25001939B2,patches_coords_5x\patches_256,True
25001939B2,20x,data/yiyuan/patches_coords_20x/patches_256/25001939B2.h5,True,True,,True,3385,"[3385,2]",int32,1,256,4.000084139671856,4.000155933260564,"[35655,19239]","[35655,19239]",25001939B2,patches_coords_20x\patches_256,True
25001965B2,5x,data/yiyuan/patches_coords_5x/patches_256/25001965B2.h5,True,True,,True,150,"[150,2]",int32,2,256,16.000154942671212,16.000968054211036,"[6454,4132]","[6454,4132]",25001965B2,patches_coords_5x\patches_256,True
25001965B2,20x,data/yiyuan/patches_coords_20x/patches_256/25001965B2.h5,True,True,,True,2014,"[2014,2]",int32,1,256,4.000038735667803,4.0,"[25816,16529]","[25816,16529]",25001965B2,patches_coords_20x\patches_256,True
25001966B2,5x,data/yiyuan/patches_coords_5x/patches_256/25001966B2.h5,True,True,,True,259,"[259,2]",int32,2,256,16.0,16.002004738472753,"[8299,5487]","[8299,5487]",25001966B2,patches_coords_5x\patches_256,True
25001966B2,20x,data/yiyuan/patches_coords_20x/patches_256/25001966B2.h5,True,True,,True,3708,"[3708,2]",int32,1,256,4.0,4.000136674259681,"[33196,21950]","[33196,21950]",25001966B2,patches_coords_20x\patches_256,True
25002073B3,5x,data/yiyuan/patches_coords_5x/patches_256/25002073B3.h5,True,True,,True,172,"[172,2]",int32,2,256,16.000704887218046,16.002004738472753,"[8512,5487]","[8512,5487]",25002073B3,patches_coords_5x\patches_256,True
25002073B3,20x,data/yiyuan/patches_coords_20x/patches_256/25002073B3.h5,True,True,,True,2331,"[2331,2]",int32,1,256,4.000058738876326,4.000136674259681,"[34049,21950]","[34049,21950]",25002073B3,patches_coords_20x\patches_256,True
25002238B,5x,data/yiyuan/patches_coords_5x/patches_256/25002238B.h5,True,True,,True,343,"[343,2]",int32,2,256,16.001164551065564,16.00264850548619,"[8587,5286]","[8587,5286]",25002238B,patches_coords_5x\patches_256,True
25002238B,20x,data/yiyuan/patches_coords_20x/patches_256/25002238B.h5,True,True,,True,4907,"[4907,2]",int32,1,256,4.000058224163028,4.000094576062798,"[34350,21147]","[34350,21147]",25002238B,patches_coords_20x\patches_256,True
25002328B2,5x,data/yiyuan/patches_coords_5x/patches_256/25002328B2.h5,True,True,,True,87,"[87,2]",int32,2,256,16.001549186676996,16.00268096514745,"[7746,3730]","[7746,3730]",25002328B2,patches_coords_5x\patches_256,True
25002328B2,20x,data/yiyuan/patches_coords_20x/patches_256/25002328B2.h5,True,True,,True,1120,"[1120,2]",int32,1,256,4.0,4.0001340302908455,"[30987,14922]","[30987,14922]",25002328B2,patches_coords_20x\patches_256,True
25002329B2,5x,data/yiyuan/patches_coords_5x/patches_256/25002329B2.h5,True,True,,True,252,"[252,2]",int32,2,256,16.000714370758423,16.000617283950618,"[8399,4860]","[8399,4860]",25002329B2,patches_coords_5x\patches_256,True
25002329B2,20x,data/yiyuan/patches_coords_20x/patches_256/25002329B2.h5,True,True,,True,3519,"[3519,2]",int32,1,256,4.000059529124624,4.000154320987654,"[33597,19440]","[33597,19440]",25002329B2,patches_coords_20x\patches_256,True
25002366B6,5x,data/yiyuan/patches_coords_5x/patches_256/25002366B6.h5,True,True,,True,246,"[246,2]",int32,2,256,16.000976426279816,16.001471399668937,"[7169,5437]","[7169,5437]",25002366B6,patches_coords_5x\patches_256,True
25002366B6,20x,data/yiyuan/patches_coords_20x/patches_256/25002366B6.h5,True,True,,True,3546,"[3546,2]",int32,1,256,4.00010461345329,4.0,"[28677,21750]","[28677,21750]",25002366B6,patches_coords_20x\patches_256,True
25002388B2,5x,data/yiyuan/patches_coords_5x/patches_256/25002388B2.h5,True,True,,True,109,"[109,2]",int32,2,256,16.001576139670224,16.002362948960304,"[8248,4232]","[8248,4232]",25002388B2,patches_coords_5x\patches_256,True
25002388B2,20x,data/yiyuan/patches_coords_20x/patches_256/25002388B2.h5,True,True,,True,1373,"[1373,2]",int32,1,256,4.000030307622367,4.000118133490845,"[32995,16930]","[32995,16930]",25002388B2,patches_coords_20x\patches_256,True
25002391B2,5x,data/yiyuan/patches_coords_5x/patches_256/25002391B2.h5,True,True,,True,220,"[220,2]",int32,2,256,16.00079654073737,16.00299721687005,"[8788,4671]","[8788,4671]",25002391B2,patches_coords_5x\patches_256,True
25002391B2,20x,data/yiyuan/patches_coords_20x/patches_256/25002391B2.h5,True,True,,True,3101,"[3101,2]",int32,1,256,4.000085341222655,4.00010702627495,"[35153,18687]","[35153,18687]",25002391B2,patches_coords_20x\patches_256,True
25002472B2,5x,data/yiyuan/patches_coords_5x/patches_256/25002472B2.h5,True,True,,True,363,"[363,2]",int32,2,256,16.000203458799593,16.002004738472753,"[9830,5487]","[9830,5487]",25002472B2,patches_coords_5x\patches_256,True
25002472B2,20x,data/yiyuan/patches_coords_20x/patches_256/25002472B2.h5,True,True,,True,5416,"[5416,2]",int32,1,256,4.000050864699898,4.000136674259681,"[39320,21950]","[39320,21950]",25002472B2,patches_coords_20x\patches_256,True
25002496B2,5x,data/yiyuan/patches_coords_5x/patches_256/25002496B2.h5,True,True,,True,109,"[109,2]",int32,2,256,16.00229322733527,16.003195739014647,"[6541,3755]","[6541,3755]",25002496B2,patches_coords_5x\patches_256,True
25002496B2,20x,data/yiyuan/patches_coords_20x/patches_256/25002496B2.h5,True,True,,True,1437,"[1437,2]",int32,1,256,4.000114648221042,4.0,"[26167,15023]","[26167,15023]",25002496B2,patches_coords_20x\patches_256,True
25002504B2,5x,data/yiyuan/patches_coords_5x/patches_256/25002504B2.h5,True,True,,True,346,"[346,2]",int32,2,256,16.000848536274926,16.000183486238534,"[9428,5450]","[9428,5450]",25002504B2,patches_coords_5x\patches_256,True
25002504B2,20x,data/yiyuan/patches_coords_20x/patches_256/25002504B2.h5,True,True,,True,5058,"[5058,2]",int32,1,256,4.0,4.000045871559633,"[37714,21800]","[37714,21800]",25002504B2,patches_coords_20x\patches_256,True
25002663B5,5x,data/yiyuan/patches_coords_5x/patches_256/25002663B5.h5,True,True,,True,341,"[341,2]",int32,2,256,16.000992939099735,16.00058696928194,"[9064,5111]","[9064,5111]",25002663B5,patches_coords_5x\patches_256,True
25002663B5,20x,data/yiyuan/patches_coords_20x/patches_256/25002663B5.h5,True,True,,True,5073,"[5073,2]",int32,1,256,4.000027580120249,4.000146742320485,"[36258,20444]","[36258,20444]",25002663B5,patches_coords_20x\patches_256,True
25002744B2,5x,data/yiyuan/patches_coords_5x/patches_256/25002744B2.h5,True,True,,True,195,"[195,2]",int32,2,256,16.00136388434261,16.001659062629614,"[7332,4822]","[7332,4822]",25002744B2,patches_coords_5x\patches_256,True
25002744B2,20x,data/yiyuan/patches_coords_20x/patches_256/25002744B2.h5,True,True,,True,2776,"[2776,2]",int32,1,256,4.0000681895669965,4.0,"[29330,19290]","[29330,19290]",25002744B2,patches_coords_20x\patches_256,True
25002788B2,5x,data/yiyuan/patches_coords_5x/patches_256/25002788B2.h5,True,True,,True,211,"[211,2]",int32,2,256,16.00075978219577,16.002342377513177,"[7897,5123]","[7897,5123]",25002788B2,patches_coords_5x\patches_256,True
25002788B2,20x,data/yiyuan/patches_coords_20x/patches_256/25002788B2.h5,True,True,,True,3013,"[3013,2]",int32,1,256,4.0000633131786385,4.0,"[31589,20495]","[31589,20495]",25002788B2,patches_coords_20x\patches_256,True
25002789B2,5x,data/yiyuan/patches_coords_5x/patches_256/25002789B2.h5,True,True,,True,249,"[249,2]",int32,2,256,16.001065214818322,16.002926421404684,"[8449,4784]","[8449,4784]",25002789B2,patches_coords_5x\patches_256,True
25002789B2,20x,data/yiyuan/patches_coords_20x/patches_256/25002789B2.h5,True,True,,True,3576,"[3576,2]",int32,1,256,4.000029587549559,4.000104498667642,"[33798,19139]","[33798,19139]",25002789B2,patches_coords_20x\patches_256,True
25002801B1,5x,data/yiyuan/patches_coords_5x/patches_256/25002801B1.h5,True,True,,True,168,"[168,2]",int32,2,256,16.001485714285714,16.001047778709136,"[8750,4772]","[8750,4772]",25002801B1,patches_coords_5x\patches_256,True
25002801B1,20x,data/yiyuan/patches_coords_20x/patches_256/25002801B1.h5,True,True,,True,2401,"[2401,2]",int32,1,256,4.000028568979801,4.000052386191,"[35003,19089]","[35003,19089]",25002801B1,patches_coords_20x\patches_256,True
25002804B2,5x,data/yiyuan/patches_coords_5x/patches_256/25002804B2.h5,True,True,,True,333,"[333,2]",int32,2,256,16.00020114653525,16.000928160386113,"[9943,5387]","[9943,5387]",25002804B2,patches_coords_5x\patches_256,True
25002804B2,20x,data/yiyuan/patches_coords_20x/patches_256/25002804B2.h5,True,True,,True,4763,"[4763,2]",int32,1,256,4.000050286633813,4.000046405865701,"[39772,21549]","[39772,21549]",25002804B2,patches_coords_20x\patches_256,True
25002897B2,5x,data/yiyuan/patches_coords_5x/patches_256/25002897B2.h5,True,True,,True,177,"[177,2]",int32,2,256,16.000542740841247,16.002004738472753,"[7370,5487]","[7370,5487]",25002897B2,patches_coords_5x\patches_256,True
25002897B2,20x,data/yiyuan/patches_coords_20x/patches_256/25002897B2.h5,True,True,,True,2569,"[2569,2]",int32,1,256,4.0,4.000136674259681,"[29481,21950]","[29481,21950]",25002897B2,patches_coords_20x\patches_256,True
25002898B2,5x,data/yiyuan/patches_coords_5x/patches_256/25002898B2.h5,True,True,,True,105,"[105,2]",int32,2,256,16.00061500615006,16.002095337873232,"[6504,3818]","[6504,3818]",25002898B2,patches_coords_5x\patches_256,True
25002898B2,20x,data/yiyuan/patches_coords_20x/patches_256/25002898B2.h5,True,True,,True,1484,"[1484,2]",int32,1,256,4.0,4.0,"[26017,15274]","[26017,15274]",25002898B2,patches_coords_20x\patches_256,True
25002906B2,5x,data/yiyuan/patches_coords_5x/patches_256/25002906B2.h5,True,True,,True,186,"[186,2]",int32,2,256,16.001924063622372,16.001162565394303,"[7796,5161]","[7796,5161]",25002906B2,patches_coords_5x\patches_256,True
25002906B2,20x,data/yiyuan/patches_coords_20x/patches_256/25002906B2.h5,True,True,,True,2697,"[2697,2]",int32,1,256,4.000096193926956,4.000096875756842,"[31187,20645]","[31187,20645]",25002906B2,patches_coords_20x\patches_256,True
25002907B3,5x,data/yiyuan/patches_coords_5x/patches_256/25002907B3.h5,True,True,,True,189,"[189,2]",int32,2,256,16.001925987068372,16.002004738472753,"[7269,5487]","[7269,5487]",25002907B3,patches_coords_5x\patches_256,True
25002907B3,20x,data/yiyuan/patches_coords_20x/patches_256/25002907B3.h5,True,True,,True,2681,"[2681,2]",int32,1,256,4.0000687781560575,4.000136674259681,"[29079,21950]","[29079,21950]",25002907B3,patches_coords_20x\patches_256,True
25003038B2,5x,data/yiyuan/patches_coords_5x/patches_256/25003038B2.h5,True,True,,True,392,"[392,2]",int32,2,256,16.00096908615176,16.002004738472753,"[10319,5487]","[10319,5487]",25003038B2,patches_coords_5x\patches_256,True
25003038B2,20x,data/yiyuan/patches_coords_20x/patches_256/25003038B2.h5,True,True,,True,5702,"[5702,2]",int32,1,256,4.000048451959882,4.000136674259681,"[41278,21950]","[41278,21950]",25003038B2,patches_coords_20x\patches_256,True
25009124B2,5x,data/yiyuan/patches_coords_5x/patches_256/25009124B2.h5,True,True,,True,223,"[223,2]",int32,2,256,16.00129808827,16.002342377513177,"[8474,5123]","[8474,5123]",25009124B2,patches_coords_5x\patches_256,True
25009124B2,20x,data/yiyuan/patches_coords_20x/patches_256/25009124B2.h5,True,True,,True,3331,"[3331,2]",int32,1,256,4.000088500796507,4.0,"[33898,20495]","[33898,20495]",25009124B2,patches_coords_20x\patches_256,True
25009148B3,5x,data/yiyuan/patches_coords_5x/patches_256/25009148B3.h5,True,True,,True,176,"[176,2]",int32,2,256,16.0,16.000559492726595,"[6931,5362]","[6931,5362]",25009148B3,patches_coords_5x\patches_256,True
