slide_id,scale,coord_h5_path,feature_h5_path,coord_h5_read_success,feature_h5_read_success,read_error,coord_coords_exists,feature_coords_exists,features_exists,coord_count,feature_coord_count,feature_count,coord_only_coordinate_count,feature_only_coordinate_count,coord_shape,feature_coord_shape,feature_shape,coord_dtype,feature_coord_dtype,feature_dtype,all_three_counts_equal,coord_shapes_equal,coordinate_values_and_order_equal,coordinate_multiset_equal,coordinate_set_equal,same_coordinates_different_order,row_mismatch_count,first_mismatch_index,alignment_ok
25021973B2,5x,data/yiyuan/patches_coords_5x/patches_256/25021973B2.h5,data/yiyuan/features_biomedclip_5x/25021973B2.h5,True,True,,True,True,True,273,273,273,0,0,"[273,2]","[273,2]","[273,512]",int32,int64,float32,True,True,False,True,True,True,273,0,False
25021973B2,20x,data/yiyuan/patches_coords_20x/patches_256/25021973B2.h5,data/yiyuan/features_biomedclip_20x/25021973B2.h5,True,True,,True,True,True,3837,3837,3837,0,0,"[3837,2]","[3837,2]","[3837,512]",int32,int64,float32,True,True,False,True,True,True,3835,0,False
25022019B2,5x,data/yiyuan/patches_coords_5x/patches_256/25022019B2.h5,data/yiyuan/features_biomedclip_5x/25022019B2.h5,True,True,,True,True,True,112,112,112,0,0,"[112,2]","[112,2]","[112,512]",int32,int64,float32,True,True,False,True,True,True,108,0,False
25022019B2,20x,data/yiyuan/patches_coords_20x/patches_256/25022019B2.h5,data/yiyuan/features_biomedclip_20x/25022019B2.h5,True,True,,True,True,True,1494,1494,1494,0,0,"[1494,2]","[1494,2]","[1494,512]",int32,int64,float32,True,True,False,True,True,True,1491,0,False
25022038B2,5x,data/yiyuan/patches_coords_5x/patches_256/25022038B2.h5,data/yiyuan/features_biomedclip_5x/25022038B2.h5,True,True,,True,True,True,111,111,111,0,0,"[111,2]","[111,2]","[111,512]",int32,int64,float32,True,True,False,True,True,True,102,0,False
25022038B2,20x,data/yiyuan/patches_coords_20x/patches_256/25022038B2.h5,data/yiyuan/features_biomedclip_20x/25022038B2.h5,True,True,,True,True,True,1581,1581,1581,0,0,"[1581,2]","[1581,2]","[1581,512]",int32,int64,float32,True,True,False,True,True,True,1581,0,False
25022262B2,5x,data/yiyuan/patches_coords_5x/patches_256/25022262B2.h5,data/yiyuan/features_biomedclip_5x/25022262B2.h5,True,True,,True,True,True,242,242,242,0,0,"[242,2]","[242,2]","[242,512]",int32,int64,float32,True,True,False,True,True,True,242,0,False
25022262B2,20x,data/yiyuan/patches_coords_20x/patches_256/25022262B2.h5,data/yiyuan/features_biomedclip_20x/25022262B2.h5,True,True,,True,True,True,3520,3520,3520,0,0,"[3520,2]","[3520,2]","[3520,512]",int32,int64,float32,True,True,False,True,True,True,3520,0,False
25022278B2,5x,data/yiyuan/patches_coords_5x/patches_256/25022278B2.h5,data/yiyuan/features_biomedclip_5x/25022278B2.h5,True,True,,True,True,True,201,201,201,0,0,"[201,2]","[201,2]","[201,512]",int32,int64,float32,True,True,False,True,True,True,201,0,False
25022278B2,20x,data/yiyuan/patches_coords_20x/patches_256/25022278B2.h5,data/yiyuan/features_biomedclip_20x/25022278B2.h5,True,True,,True,True,True,2839,2839,2839,0,0,"[2839,2]","[2839,2]","[2839,512]",int32,int64,float32,True,True,False,True,True,True,2838,0,False
25022330B2,5x,data/yiyuan/patches_coords_5x/patches_256/25022330B2.h5,data/yiyuan/features_biomedclip_5x/25022330B2.h5,True,True,,True,True,True,269,269,269,0,0,"[269,2]","[269,2]","[269,512]",int32,int64,float32,True,True,False,True,True,True,269,0,False
25022330B2,20x,data/yiyuan/patches_coords_20x/patches_256/25022330B2.h5,data/yiyuan/features_biomedclip_20x/25022330B2.h5,True,True,,True,True,True,3644,3644,3644,0,0,"[3644,2]","[3644,2]","[3644,512]",int32,int64,float32,True,True,False,True,True,True,3644,0,False
25022343B3,5x,data/yiyuan/patches_coords_5x/patches_256/25022343B3.h5,data/yiyuan/features_biomedclip_5x/25022343B3.h5,True,True,,True,True,True,268,268,268,0,0,"[268,2]","[268,2]","[268,512]",int32,int64,float32,True,True,False,True,True,True,268,0,False
25022343B3,20x,data/yiyuan/patches_coords_20x/patches_256/25022343B3.h5,data/yiyuan/features_biomedclip_20x/25022343B3.h5,True,True,,True,True,True,3850,3850,3850,0,0,"[3850,2]","[3850,2]","[3850,512]",int32,int64,float32,True,True,False,True,True,True,3850,0,False
25022354B2,5x,data/yiyuan/patches_coords_5x/patches_256/25022354B2.h5,data/yiyuan/features_biomedclip_5x/25022354B2.h5,True,True,,True,True,True,312,312,312,0,0,"[312,2]","[312,2]","[312,512]",int32,int64,float32,True,True,False,True,True,True,312,0,False
25022354B2,20x,data/yiyuan/patches_coords_20x/patches_256/25022354B2.h5,data/yiyuan/features_biomedclip_20x/25022354B2.h5,True,True,,True,True,True,4538,4538,4538,0,0,"[4538,2]","[4538,2]","[4538,512]",int32,int64,float32,True,True,False,True,True,True,4538,0,False
25022406B2,5x,data/yiyuan/patches_coords_5x/patches_256/25022406B2.h5,data/yiyuan/features_biomedclip_5x/25022406B2.h5,True,True,,True,True,True,217,217,217,0,0,"[217,2]","[217,2]","[217,512]",int32,int64,float32,True,True,False,True,True,True,217,0,False
25022406B2,20x,data/yiyuan/patches_coords_20x/patches_256/25022406B2.h5,data/yiyuan/features_biomedclip_20x/25022406B2.h5,True,True,,True,True,True,3157,3157,3157,0,0,"[3157,2]","[3157,2]","[3157,512]",int32,int64,float32,True,True,False,True,True,True,3156,0,False
25023016B6,5x,data/yiyuan/patches_coords_5x/patches_256/25023016B6.h5,data/yiyuan/features_biomedclip_5x/25023016B6.h5,True,True,,True,True,True,362,362,362,0,0,"[362,2]","[362,2]","[362,512]",int32,int64,float32,True,True,False,True,True,True,362,0,False
25023016B6,20x,data/yiyuan/patches_coords_20x/patches_256/25023016B6.h5,data/yiyuan/features_biomedclip_20x/25023016B6.h5,True,True,,True,True,True,5337,5337,5337,0,0,"[5337,2]","[5337,2]","[5337,512]",int32,int64,float32,True,True,False,True,True,True,5337,0,False
25023184B2,5x,data/yiyuan/patches_coords_5x/patches_256/25023184B2.h5,data/yiyuan/features_biomedclip_5x/25023184B2.h5,True,True,,True,True,True,394,394,394,0,0,"[394,2]","[394,2]","[394,512]",int32,int64,float32,True,True,False,True,True,True,394,0,False
25023184B2,20x,data/yiyuan/patches_coords_20x/patches_256/25023184B2.h5,data/yiyuan/features_biomedclip_20x/25023184B2.h5,True,True,,True,True,True,5792,5792,5792,0,0,"[5792,2]","[5792,2]","[5792,512]",int32,int64,float32,True,True,False,True,True,True,5790,0,False
25023573B,5x,data/yiyuan/patches_coords_5x/patches_256/25023573B.h5,data/yiyuan/features_biomedclip_5x/25023573B.h5,True,True,,True,True,True,191,191,191,0,0,"[191,2]","[191,2]","[191,512]",int32,int64,float32,True,True,False,True,True,True,187,0,False
25023573B,20x,data/yiyuan/patches_coords_20x/patches_256/25023573B.h5,data/yiyuan/features_biomedclip_20x/25023573B.h5,True,True,,True,True,True,2681,2681,2681,0,0,"[2681,2]","[2681,2]","[2681,512]",int32,int64,float32,True,True,False,True,True,True,2679,0,False
25023590B3,5x,data/yiyuan/patches_coords_5x/patches_256/25023590B3.h5,data/yiyuan/features_biomedclip_5x/25023590B3.h5,True,True,,True,True,True,222,222,222,0,0,"[222,2]","[222,2]","[222,512]",int32,int64,float32,True,True,False,True,True,True,222,0,False
25023590B3,20x,data/yiyuan/patches_coords_20x/patches_256/25023590B3.h5,data/yiyuan/features_biomedclip_20x/25023590B3.h5,True,True,,True,True,True,2995,2995,2995,0,0,"[2995,2]","[2995,2]","[2995,512]",int32,int64,float32,True,True,False,True,True,True,2994,0,False
25023590B4,5x,data/yiyuan/patches_coords_5x/patches_256/25023590B4.h5,data/yiyuan/features_biomedclip_5x/25023590B4.h5,True,True,,True,True,True,166,166,166,0,0,"[166,2]","[166,2]","[166,512]",int32,int64,float32,True,True,False,True,True,True,164,2,False
25023590B4,20x,data/yiyuan/patches_coords_20x/patches_256/25023590B4.h5,data/yiyuan/features_biomedclip_20x/25023590B4.h5,True,True,,True,True,True,2256,2256,2256,0,0,"[2256,2]","[2256,2]","[2256,512]",int32,int64,float32,True,True,False,True,True,True,2255,0,False
25023687B2,5x,data/yiyuan/patches_coords_5x/patches_256/25023687B2.h5,data/yiyuan/features_biomedclip_5x/25023687B2.h5,True,True,,True,True,True,234,234,234,0,0,"[234,2]","[234,2]","[234,512]",int32,int64,float32,True,True,False,True,True,True,234,0,False
25023687B2,20x,data/yiyuan/patches_coords_20x/patches_256/25023687B2.h5,data/yiyuan/features_biomedclip_20x/25023687B2.h5,True,True,,True,True,True,3293,3293,3293,0,0,"[3293,2]","[3293,2]","[3293,512]",int32,int64,float32,True,True,False,True,True,True,3293,0,False
25023690B3,5x,data/yiyuan/patches_coords_5x/patches_256/25023690B3.h5,data/yiyuan/features_biomedclip_5x/25023690B3.h5,True,True,,True,True,True,170,170,170,0,0,"[170,2]","[170,2]","[170,512]",int32,int64,float32,True,True,False,True,True,True,170,0,False
25023690B3,20x,data/yiyuan/patches_coords_20x/patches_256/25023690B3.h5,data/yiyuan/features_biomedclip_20x/25023690B3.h5,True,True,,True,True,True,2315,2315,2315,0,0,"[2315,2]","[2315,2]","[2315,512]",int32,int64,float32,True,True,False,True,True,True,2314,0,False
25023814B,5x,data/yiyuan/patches_coords_5x/patches_256/25023814B.h5,data/yiyuan/features_biomedclip_5x/25023814B.h5,True,True,,True,True,True,287,287,287,0,0,"[287,2]","[287,2]","[287,512]",int32,int64,float32,True,True,False,True,True,True,287,0,False
25023814B,20x,data/yiyuan/patches_coords_20x/patches_256/25023814B.h5,data/yiyuan/features_biomedclip_20x/25023814B.h5,True,True,,True,True,True,4032,4032,4032,0,0,"[4032,2]","[4032,2]","[4032,512]",int32,int64,float32,True,True,False,True,True,True,4032,0,False
25023869B3,5x,data/yiyuan/patches_coords_5x/patches_256/25023869B3.h5,data/yiyuan/features_biomedclip_5x/25023869B3.h5,True,True,,True,True,True,136,136,136,0,0,"[136,2]","[136,2]","[136,512]",int32,int64,float32,True,True,False,True,True,True,136,0,False
25023869B3,20x,data/yiyuan/patches_coords_20x/patches_256/25023869B3.h5,data/yiyuan/features_biomedclip_20x/25023869B3.h5,True,True,,True,True,True,1964,1964,1964,0,0,"[1964,2]","[1964,2]","[1964,512]",int32,int64,float32,True,True,False,True,True,True,1961,0,False
25023869B4,5x,data/yiyuan/patches_coords_5x/patches_256/25023869B4.h5,data/yiyuan/features_biomedclip_5x/25023869B4.h5,True,True,,True,True,True,202,202,202,0,0,"[202,2]","[202,2]","[202,512]",int32,int64,float32,True,True,False,True,True,True,202,0,False
25023869B4,20x,data/yiyuan/patches_coords_20x/patches_256/25023869B4.h5,data/yiyuan/features_biomedclip_20x/25023869B4.h5,True,True,,True,True,True,2761,2761,2761,0,0,"[2761,2]","[2761,2]","[2761,512]",int32,int64,float32,True,True,False,True,True,True,2761,0,False
25023930B2,5x,data/yiyuan/patches_coords_5x/patches_256/25023930B2.h5,data/yiyuan/features_biomedclip_5x/25023930B2.h5,True,True,,True,True,True,138,138,138,0,0,"[138,2]","[138,2]","[138,512]",int32,int64,float32,True,True,False,True,True,True,138,0,False
25023930B2,20x,data/yiyuan/patches_coords_20x/patches_256/25023930B2.h5,data/yiyuan/features_biomedclip_20x/25023930B2.h5,True,True,,True,True,True,1892,1892,1892,0,0,"[1892,2]","[1892,2]","[1892,512]",int32,int64,float32,True,True,False,True,True,True,1892,0,False
25023934B2,5x,data/yiyuan/patches_coords_5x/patches_256/25023934B2.h5,data/yiyuan/features_biomedclip_5x/25023934B2.h5,True,True,,True,True,True,359,359,359,0,0,"[359,2]","[359,2]","[359,512]",int32,int64,float32,True,True,False,True,True,True,359,0,False
25023934B2,20x,data/yiyuan/patches_coords_20x/patches_256/25023934B2.h5,data/yiyuan/features_biomedclip_20x/25023934B2.h5,True,True,,True,True,True,5427,5427,5427,0,0,"[5427,2]","[5427,2]","[5427,512]",int32,int64,float32,True,True,False,True,True,True,5426,0,False
25023936B2,5x,data/yiyuan/patches_coords_5x/patches_256/25023936B2.h5,data/yiyuan/features_biomedclip_5x/25023936B2.h5,True,True,,True,True,True,235,235,235,0,0,"[235,2]","[235,2]","[235,512]",int32,int64,float32,True,True,False,True,True,True,235,0,False
25023936B2,20x,data/yiyuan/patches_coords_20x/patches_256/25023936B2.h5,data/yiyuan/features_biomedclip_20x/25023936B2.h5,True,True,,True,True,True,3380,3380,3380,0,0,"[3380,2]","[3380,2]","[3380,512]",int32,int64,float32,True,True,False,True,True,True,3379,0,False
25023977B2,5x,data/yiyuan/patches_coords_5x/patches_256/25023977B2.h5,data/yiyuan/features_biomedclip_5x/25023977B2.h5,True,True,,True,True,True,200,200,200,0,0,"[200,2]","[200,2]","[200,512]",int32,int64,float32,True,True,False,True,True,True,200,0,False
25023977B2,20x,data/yiyuan/patches_coords_20x/patches_256/25023977B2.h5,data/yiyuan/features_biomedclip_20x/25023977B2.h5,True,True,,True,True,True,2514,2514,2514,0,0,"[2514,2]","[2514,2]","[2514,512]",int32,int64,float32,True,True,False,True,True,True,2514,0,False
25024142B2,5x,data/yiyuan/patches_coords_5x/patches_256/25024142B2.h5,data/yiyuan/features_biomedclip_5x/25024142B2.h5,True,True,,True,True,True,131,131,131,0,0,"[131,2]","[131,2]","[131,512]",int32,int64,float32,True,True,False,True,True,True,131,0,False
25024142B2,20x,data/yiyuan/patches_coords_20x/patches_256/25024142B2.h5,data/yiyuan/features_biomedclip_20x/25024142B2.h5,True,True,,True,True,True,1713,1713,1713,0,0,"[1713,2]","[1713,2]","[1713,512]",int32,int64,float32,True,True,False,True,True,True,1712,0,False
25024243B2,5x,data/yiyuan/patches_coords_5x/patches_256/25024243B2.h5,data/yiyuan/features_biomedclip_5x/25024243B2.h5,True,True,,True,True,True,281,281,281,0,0,"[281,2]","[281,2]","[281,512]",int32,int64,float32,True,True,False,True,True,True,281,0,False
25024243B2,20x,data/yiyuan/patches_coords_20x/patches_256/25024243B2.h5,data/yiyuan/features_biomedclip_20x/25024243B2.h5,True,True,,True,True,True,4146,4146,4146,0,0,"[4146,2]","[4146,2]","[4146,512]",int32,int64,float32,True,True,False,True,True,True,4146,0,False
25024302B4,5x,data/yiyuan/patches_coords_5x/patches_256/25024302B4.h5,data/yiyuan/features_biomedclip_5x/25024302B4.h5,True,True,,True,True,True,166,166,166,0,0,"[166,2]","[166,2]","[166,512]",int32,int64,float32,True,True,False,True,True,True,166,0,False
25024302B4,20x,data/yiyuan/patches_coords_20x/patches_256/25024302B4.h5,data/yiyuan/features_biomedclip_20x/25024302B4.h5,True,True,,True,True,True,2287,2287,2287,0,0,"[2287,2]","[2287,2]","[2287,512]",int32,int64,float32,True,True,False,True,True,True,2287,0,False
25024310B3,5x,data/yiyuan/patches_coords_5x/patches_256/25024310B3.h5,data/yiyuan/features_biomedclip_5x/25024310B3.h5,True,True,,True,True,True,405,405,405,0,0,"[405,2]","[405,2]","[405,512]",int32,int64,float32,True,True,False,True,True,True,405,0,False
25024310B3,20x,data/yiyuan/patches_coords_20x/patches_256/25024310B3.h5,data/yiyuan/features_biomedclip_20x/25024310B3.h5,True,True,,True,True,True,5984,5984,5984,0,0,"[5984,2]","[5984,2]","[5984,512]",int32,int64,float32,True,True,False,True,True,True,5983,0,False
25024431B,5x,data/yiyuan/patches_coords_5x/patches_256/25024431B.h5,data/yiyuan/features_biomedclip_5x/25024431B.h5,True,True,,True,True,True,196,196,196,0,0,"[196,2]","[196,2]","[196,512]",int32,int64,float32,True,True,False,True,True,True,196,0,False
25024431B,20x,data/yiyuan/patches_coords_20x/patches_256/25024431B.h5,data/yiyuan/features_biomedclip_20x/25024431B.h5,True,True,,True,True,True,2750,2750,2750,0,0,"[2750,2]","[2750,2]","[2750,512]",int32,int64,float32,True,True,False,True,True,True,2749,0,False
25024688B2,5x,data/yiyuan/patches_coords_5x/patches_256/25024688B2.h5,data/yiyuan/features_biomedclip_5x/25024688B2.h5,True,True,,True,True,True,171,171,171,0,0,"[171,2]","[171,2]","[171,512]",int32,int64,float32,True,True,False,True,True,True,171,0,False
25024688B2,20x,data/yiyuan/patches_coords_20x/patches_256/25024688B2.h5,data/yiyuan/features_biomedclip_20x/25024688B2.h5,True,True,,True,True,True,2465,2465,2465,0,0,"[2465,2]","[2465,2]","[2465,512]",int32,int64,float32,True,True,False,True,True,True,2465,0,False
25024698B4,5x,data/yiyuan/patches_coords_5x/patches_256/25024698B4.h5,data/yiyuan/features_biomedclip_5x/25024698B4.h5,True,True,,True,True,True,311,311,311,0,0,"[311,2]","[311,2]","[311,512]",int32,int64,float32,True,True,False,True,True,True,311,0,False
25024698B4,20x,data/yiyuan/patches_coords_20x/patches_256/25024698B4.h5,data/yiyuan/features_biomedclip_20x/25024698B4.h5,True,True,,True,True,True,4574,4574,4574,0,0,"[4574,2]","[4574,2]","[4574,512]",int32,int64,float32,True,True,False,True,True,True,4572,0,False
25024709B2,5x,data/yiyuan/patches_coords_5x/patches_256/25024709B2.h5,data/yiyuan/features_biomedclip_5x/25024709B2.h5,True,True,,True,True,True,239,239,239,0,0,"[239,2]","[239,2]","[239,512]",int32,int64,float32,True,True,False,True,True,True,239,0,False
25024709B2,20x,data/yiyuan/patches_coords_20x/patches_256/25024709B2.h5,data/yiyuan/features_biomedclip_20x/25024709B2.h5,True,True,,True,True,True,3587,3587,3587,0,0,"[3587,2]","[3587,2]","[3587,512]",int32,int64,float32,True,True,False,True,True,True,3586,0,False
25024732B2,5x,data/yiyuan/patches_coords_5x/patches_256/25024732B2.h5,data/yiyuan/features_biomedclip_5x/25024732B2.h5,True,True,,True,True,True,192,192,192,0,0,"[192,2]","[192,2]","[192,512]",int32,int64,float32,True,True,False,True,True,True,192,0,False
25024732B2,20x,data/yiyuan/patches_coords_20x/patches_256/25024732B2.h5,data/yiyuan/features_biomedclip_20x/25024732B2.h5,True,True,,True,True,True,2729,2729,2729,0,0,"[2729,2]","[2729,2]","[2729,512]",int32,int64,float32,True,True,False,True,True,True,2729,0,False
25024855B3,5x,data/yiyuan/patches_coords_5x/patches_256/25024855B3.h5,data/yiyuan/features_biomedclip_5x/25024855B3.h5,True,True,,True,True,True,126,126,126,0,0,"[126,2]","[126,2]","[126,512]",int32,int64,float32,True,True,False,True,True,True,126,0,False
25024855B3,20x,data/yiyuan/patches_coords_20x/patches_256/25024855B3.h5,data/yiyuan/features_biomedclip_20x/25024855B3.h5,True,True,,True,True,True,1763,1763,1763,0,0,"[1763,2]","[1763,2]","[1763,512]",int32,int64,float32,True,True,False,True,True,True,1763,0,False
25024878B3,5x,data/yiyuan/patches_coords_5x/patches_256/25024878B3.h5,data/yiyuan/features_biomedclip_5x/25024878B3.h5,True,True,,True,True,True,324,324,324,0,0,"[324,2]","[324,2]","[324,512]",int32,int64,float32,True,True,False,True,True,True,324,0,False
25024878B3,20x,data/yiyuan/patches_coords_20x/patches_256/25024878B3.h5,data/yiyuan/features_biomedclip_20x/25024878B3.h5,True,True,,True,True,True,4685,4685,4685,0,0,"[4685,2]","[4685,2]","[4685,512]",int32,int64,float32,True,True,False,True,True,True,4683,0,False
25024982B2,5x,data/yiyuan/patches_coords_5x/patches_256/25024982B2.h5,data/yiyuan/features_biomedclip_5x/25024982B2.h5,True,True,,True,True,True,261,261,261,0,0,"[261,2]","[261,2]","[261,512]",int32,int64,float32,True,True,False,True,True,True,261,0,False
25024982B2,20x,data/yiyuan/patches_coords_20x/patches_256/25024982B2.h5,data/yiyuan/features_biomedclip_20x/25024982B2.h5,True,True,,True,True,True,3821,3821,3821,0,0,"[3821,2]","[3821,2]","[3821,512]",int32,int64,float32,True,True,False,True,True,True,3821,0,False
25024983B2,5x,data/yiyuan/patches_coords_5x/patches_256/25024983B2.h5,data/yiyuan/features_biomedclip_5x/25024983B2.h5,True,True,,True,True,True,291,291,291,0,0,"[291,2]","[291,2]","[291,512]",int32,int64,float32,True,True,False,True,True,True,291,0,False
25024983B2,20x,data/yiyuan/patches_coords_20x/patches_256/25024983B2.h5,data/yiyuan/features_biomedclip_20x/25024983B2.h5,True,True,,True,True,True,4255,4255,4255,0,0,"[4255,2]","[4255,2]","[4255,512]",int32,int64,float32,True,True,False,True,True,True,4254,0,False
25025083B2,5x,data/yiyuan/patches_coords_5x/patches_256/25025083B2.h5,data/yiyuan/features_biomedclip_5x/25025083B2.h5,True,True,,True,True,True,217,217,217,0,0,"[217,2]","[217,2]","[217,512]",int32,int64,float32,True,True,False,True,True,True,217,0,False
25025083B2,20x,data/yiyuan/patches_coords_20x/patches_256/25025083B2.h5,data/yiyuan/features_biomedclip_20x/25025083B2.h5,True,True,,True,True,True,3283,3283,3283,0,0,"[3283,2]","[3283,2]","[3283,512]",int32,int64,float32,True,True,False,True,True,True,3282,0,False
25025096B2,5x,data/yiyuan/patches_coords_5x/patches_256/25025096B2.h5,data/yiyuan/features_biomedclip_5x/25025096B2.h5,True,True,,True,True,True,330,330,330,0,0,"[330,2]","[330,2]","[330,512]",int32,int64,float32,True,True,False,True,True,True,330,0,False
25025096B2,20x,data/yiyuan/patches_coords_20x/patches_256/25025096B2.h5,data/yiyuan/features_biomedclip_20x/25025096B2.h5,True,True,,True,True,True,4868,4868,4868,0,0,"[4868,2]","[4868,2]","[4868,512]",int32,int64,float32,True,True,False,True,True,True,4868,0,False
25025102B2,5x,data/yiyuan/patches_coords_5x/patches_256/25025102B2.h5,data/yiyuan/features_biomedclip_5x/25025102B2.h5,True,True,,True,True,True,401,401,401,0,0,"[401,2]","[401,2]","[401,512]",int32,int64,float32,True,True,False,True,True,True,401,0,False
25025102B2,20x,data/yiyuan/patches_coords_20x/patches_256/25025102B2.h5,data/yiyuan/features_biomedclip_20x/25025102B2.h5,True,True,,True,True,True,5777,5777,5777,0,0,"[5777,2]","[5777,2]","[5777,512]",int32,int64,float32,True,True,False,True,True,True,5775,0,False
25025109B2,5x,data/yiyuan/patches_coords_5x/patches_256/25025109B2.h5,data/yiyuan/features_biomedclip_5x/25025109B2.h5,True,True,,True,True,True,359,359,359,0,0,"[359,2]","[359,2]","[359,512]",int32,int64,float32,True,True,False,True,True,True,359,0,False
25025109B2,20x,data/yiyuan/patches_coords_20x/patches_256/25025109B2.h5,data/yiyuan/features_biomedclip_20x/25025109B2.h5,True,True,,True,True,True,5272,5272,5272,0,0,"[5272,2]","[5272,2]","[5272,512]",int32,int64,float32,True,True,False,True,True,True,5271,0,False
25025240B,5x,data/yiyuan/patches_coords_5x/patches_256/25025240B.h5,data/yiyuan/features_biomedclip_5x/25025240B.h5,True,True,,True,True,True,146,146,146,0,0,"[146,2]","[146,2]","[146,512]",int32,int64,float32,True,True,False,True,True,True,146,0,False
25025240B,20x,data/yiyuan/patches_coords_20x/patches_256/25025240B.h5,data/yiyuan/features_biomedclip_20x/25025240B.h5,True,True,,True,True,True,2110,2110,2110,0,0,"[2110,2]","[2110,2]","[2110,512]",int32,int64,float32,True,True,False,True,True,True,2109,0,False
25025245B2,5x,data/yiyuan/patches_coords_5x/patches_256/25025245B2.h5,data/yiyuan/features_biomedclip_5x/25025245B2.h5,True,True,,True,True,True,247,247,247,0,0,"[247,2]","[247,2]","[247,512]",int32,int64,float32,True,True,False,True,True,True,247,0,False
25025245B2,20x,data/yiyuan/patches_coords_20x/patches_256/25025245B2.h5,data/yiyuan/features_biomedclip_20x/25025245B2.h5,True,True,,True,True,True,3596,3596,3596,0,0,"[3596,2]","[3596,2]","[3596,512]",int32,int64,float32,True,True,False,True,True,True,3596,0,False
25025251B,5x,data/yiyuan/patches_coords_5x/patches_256/25025251B.h5,data/yiyuan/features_biomedclip_5x/25025251B.h5,True,True,,True,True,True,206,206,206,0,0,"[206,2]","[206,2]","[206,512]",int32,int64,float32,True,True,False,True,True,True,206,0,False
25025251B,20x,data/yiyuan/patches_coords_20x/patches_256/25025251B.h5,data/yiyuan/features_biomedclip_20x/25025251B.h5,True,True,,True,True,True,2941,2941,2941,0,0,"[2941,2]","[2941,2]","[2941,512]",int32,int64,float32,True,True,False,True,True,True,2941,0,False
25025262B2,5x,data/yiyuan/patches_coords_5x/patches_256/25025262B2.h5,data/yiyuan/features_biomedclip_5x/25025262B2.h5,True,True,,True,True,True,196,196,196,0,0,"[196,2]","[196,2]","[196,512]",int32,int64,float32,True,True,False,True,True,True,196,0,False
25025262B2,20x,data/yiyuan/patches_coords_20x/patches_256/25025262B2.h5,data/yiyuan/features_biomedclip_20x/25025262B2.h5,True,True,,True,True,True,2904,2904,2904,0,0,"[2904,2]","[2904,2]","[2904,512]",int32,int64,float32,True,True,False,True,True,True,2903,0,False
25025297B,5x,data/yiyuan/patches_coords_5x/patches_256/25025297B.h5,data/yiyuan/features_biomedclip_5x/25025297B.h5,True,True,,True,True,True,310,310,310,0,0,"[310,2]","[310,2]","[310,512]",int32,int64,float32,True,True,False,True,True,True,310,0,False
25025297B,20x,data/yiyuan/patches_coords_20x/patches_256/25025297B.h5,data/yiyuan/features_biomedclip_20x/25025297B.h5,True,True,,True,True,True,4651,4651,4651,0,0,"[4651,2]","[4651,2]","[4651,512]",int32,int64,float32,True,True,False,True,True,True,4650,0,False
25025298B2,5x,data/yiyuan/patches_coords_5x/patches_256/25025298B2.h5,data/yiyuan/features_biomedclip_5x/25025298B2.h5,True,True,,True,True,True,386,386,386,0,0,"[386,2]","[386,2]","[386,512]",int32,int64,float32,True,True,False,True,True,True,386,0,False
25025298B2,20x,data/yiyuan/patches_coords_20x/patches_256/25025298B2.h5,data/yiyuan/features_biomedclip_20x/25025298B2.h5,True,True,,True,True,True,5726,5726,5726,0,0,"[5726,2]","[5726,2]","[5726,512]",int32,int64,float32,True,True,False,True,True,True,5725,0,False
25025506B,5x,data/yiyuan/patches_coords_5x/patches_256/25025506B.h5,data/yiyuan/features_biomedclip_5x/25025506B.h5,True,True,,True,True,True,218,218,218,0,0,"[218,2]","[218,2]","[218,512]",int32,int64,float32,True,True,False,True,True,True,218,0,False
25025506B,20x,data/yiyuan/patches_coords_20x/patches_256/25025506B.h5,data/yiyuan/features_biomedclip_20x/25025506B.h5,True,True,,True,True,True,3046,3046,3046,0,0,"[3046,2]","[3046,2]","[3046,512]",int32,int64,float32,True,True,False,True,True,True,3045,0,False
25025509B2,5x,data/yiyuan/patches_coords_5x/patches_256/25025509B2.h5,data/yiyuan/features_biomedclip_5x/25025509B2.h5,True,True,,True,True,True,229,229,229,0,0,"[229,2]","[229,2]","[229,512]",int32,int64,float32,True,True,False,True,True,True,229,0,False
25025509B2,20x,data/yiyuan/patches_coords_20x/patches_256/25025509B2.h5,data/yiyuan/features_biomedclip_20x/25025509B2.h5,True,True,,True,True,True,3442,3442,3442,0,0,"[3442,2]","[3442,2]","[3442,512]",int32,int64,float32,True,True,False,True,True,True,3441,0,False
25025510B1,5x,data/yiyuan/patches_coords_5x/patches_256/25025510B1.h5,data/yiyuan/features_biomedclip_5x/25025510B1.h5,True,True,,True,True,True,336,336,336,0,0,"[336,2]","[336,2]","[336,512]",int32,int64,float32,True,True,False,True,True,True,336,0,False
25025510B1,20x,data/yiyuan/patches_coords_20x/patches_256/25025510B1.h5,data/yiyuan/features_biomedclip_20x/25025510B1.h5,True,True,,True,True,True,5062,5062,5062,0,0,"[5062,2]","[5062,2]","[5062,512]",int32,int64,float32,True,True,False,True,True,True,5061,0,False
25025510B3,5x,data/yiyuan/patches_coords_5x/patches_256/25025510B3.h5,data/yiyuan/features_biomedclip_5x/25025510B3.h5,True,True,,True,True,True,325,325,325,0,0,"[325,2]","[325,2]","[325,512]",int32,int64,float32,True,True,False,True,True,True,325,0,False
